BOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Has Quality(Image),Bubble Number,Item Number,Item Description,Item Rev,Qty,UOM,Item Lifecycle Phase,BOM Notes,Ref Des,Component Effective From,Component Discontinue Date,Alternate Part(s),Alternate FG Part(s),Alternate Document(s),Subclass,Sites,Planned?,Scrap Factor,OP #,Thumbnail,Attachments(Image),Manufacture Part Has Redline,Mfr. Name,Mfr. Part Number,Legacy Part#,Mfr. Part Description,Mfr. Part Lifecycle Phase,Preferred Status,Sites,Reference Notes,RoHS Compliant?,RoHS Compliance Statement,Comments,page number on schematic,part added to library?,Link to part,Link to datasheet
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC1206FR-071KL,232272461002L,"RESISTOR, METAL GLAZE/THICK FILM, 0.25 W, 1 %, 100 PPM, 1000 OHM, SURFACE MOUNT, 1206",Active,Preferred,,BRAND: PHYCOMP,Yes - by exemption,Legacy Inventory Status: Cleared,Philips,,,https://canada.newark.com/yageo/rc1206fr-071kl/res-thick-film-1k-1-0-25w-1206/dp/66R3736?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC1206FR-071KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.25 W, 1 %, 100 PPM, 1000 OHM, SURFACE MOUNT, 1206",Active,Preferred,,,Yes - by exemption,2011/65/EU compliant with 7(c)-I exemption and the exemption will expired in 21 July 2021 for medical devices.,,,,https://canada.newark.com/yageo/rc1206fr-071kl/res-thick-film-1k-1-0-25w-1206/dp/66R3736?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,BOURNS_RMS1,CR1206-FX-1001ELF,,RES SMD 1K OHM 1% 1/4W 1206,Active,Preferred,,,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/cr1206-fx-1001elf/bourns,https://www.bourns.com/docs/Product-Datasheets/CHPREZTR.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,SAMSUNG_RMS1,RC3216F102CS,,PRECISION CHIP RESISTOR,Active,Preferred,,,,,,,,https://www.arrow.com/en/products/rc3216f102cs/samsung-electro-mechanics?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,true,false,false,0,10022558,"TRANSISTOR MOSFET, 30V, 0.93A, 0.25 OHM, N CHANNEL",B        ECO-R252633,2,Each,Production,,"T23,T29",,,,,,Part,CBRM,,1,,,true,false,INTERNATIONAL RECTIFIER_RMS1,IRLML2803PBF,,SINGLE CHANNEL DRIVER,Active,Preferred,,EXEMPT AS PER 7C,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/irlml2803trpbf/infineon-technologies-ag?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,https://www.infineon.com/dgdl/irlml2803pbf.pdf?fileId=5546d462533600a4015356682aff260f
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,INTERNATIONAL RECTIFIER_RMS1,IRLML2803TRPBF,,TRANSISTOR MOSFET,Active,Preferred,,TAPE & REEL.EXEMPT AS PER 7C,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/irlml2803trpbf/infineon-technologies-ag?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,https://www.infineon.com/dgdl/irlml2803pbf.pdf?fileId=5546d462533600a4015356682aff260f
1,true,true,true,false,false,0,10022559,"TRANSISTOR MOSFET, 60V, 16.7A,  N CHANNEL",B        ECO-R252633,2,Each,Production,,"T24,T27",,,,,,Part,CBRM,,1,,,true,false,INTERNATIONAL RECTIFIER_RMS1,IRFR024NTRPBF,,MOSFET N-CH 55V 17A DPAK,Active,Preferred,,EXEMPT AS PER 7(C),Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/irfr024ntrpbf/infineon-technologies-ag?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,https://www.infineon.com/dgdl/irfr024npbf.pdf?fileId=5546d462533600a40153562cf721203c
1,true,true,false,false,false,0,10022560,"TRANSISTOR MOSFET, 60V, 50A, P CHANNEL",B        ECO-R179298,9,Each,Production,,"T3,T4,T5,T9,T10,T14,T15,T25,T26",,,,,,Part,CBRM,,1,,,true,false,VISHAY_RMS1,SUD50P06 - 15L,,P CHANNEL MOSFET,Active,Preferred,,,,,,,,https://canada.newark.com/vishay/sud50p06-15l-e3/p-channel-mosfet/dp/06J8479?CMP=AFC-SF-FC,http://www.vishay.com/docs/72250/sud50p06.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,SUD50P06-15L-E3,,,Active,Preferred,,ROHS,Yes - by exemption,RoHS exemption 7a,,,,https://canada.newark.com/vishay/sud50p06-15l-e3/p-channel-mosfet/dp/06J8479?CMP=AFC-SF-FC,http://www.vishay.com/docs/72250/sud50p06.pdf
1,true,true,false,false,false,0,10022607,"CAPACITOR,100NF,16V,+/-10%,X7R,0402",D        EC113997,43,Each,Production,,"C1,C3,C4,C5,C6,C8,C9,C12,C13,C15,C17,C25,C35,C36,C46,C58,C59,C63,C64,C69,C71,C75,C78,C82,C85,C86,C87,C88,C91,C92,C93,C96,C97,C101,C102,C103,C104,C105,C108,C122,C123,C124,C126",,,,,,Part,CBRM,,1,,,true,false,MURATA,GRM155R71C104JA88J,,"CAPACITOR, CERAMIC, MULTILAYER, 16V, X7R, 0.1UF, 0402",Active,Preferred,,,Yes,CLEARED,,,,https://www.arrow.com/en/products/grm155r71c104ja88j/murata-manufacturing?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0402KRX7R7BB104,,CAP CER 0.1uF 16V X7R 10% 0402,Active,Preferred,,,RoHS3 Compliant,Cleared,,,,https://canada.newark.com/yageo/cc0402krx7r7bb104/ceramic-capacitor-0-1uf-16v-x7r/dp/65R7670?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0402KRX7R7BB104,223878715649,"CAPACITOR, CERAMIC, MULTILAYER, 16 V, X7R, 0.1 UF, SURFACE MOUNT, 0402",Active,Preferred,,BRAND: PHYCOMP,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/cc0402krx7r7bb104/ceramic-capacitor-0-1uf-16v-x7r/dp/65R7670?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,"MURATA MANUFACTURING CO., LTD.",GRM155R71C104KA88D,,MONOLITHIC CERAMIC CAPACITOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/grm155r71c104ka88d/205535466?utm_term=grm155r71c104ka88d&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
1,true,true,false,false,false,0,10022609,"CAPACITOR, 33PF, +/-5%,50V,NPO, 0603",B        ECO-R252636,1,Each,Production,,C7,,,,,,Part,CBRM,,1,,,true,false,"MURATA MANUFACTURING CO., LTD.",GRM1885C1H330JA01D,,MONOLITHIC CERAMIC CHIP CAPACITOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/grm1885c1h330ja01d/205573571?utm_term=grm1885c1h330ja01d&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0603JRNPO9BN330,223886715339,"CAPACITOR, CERAMIC, MULTILAYER, 50 V, C0G, 0.000033 UF, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/cc0603jrnpo9bn330/ceramic-capacitor-33pf-50v-c0g/dp/65R8061?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0603JRNPO9BN330,,"CAPACITOR, CERAMIC, MULTILAYER, 50 V, C0G, 0.000033 UF, SURFACE MOUNT, 0603",Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/cc0603jrnpo9bn330/ceramic-capacitor-33pf-50v-c0g/dp/65R8061?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,SAMSUNG_RMS1,CL10C330JB8NNNC,,MULTILAYER CERAMIC CAPACITOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/samsung-electro-mechanics/cl10c330jb8nnnc/cap-33pf-50v-mlcc-0603/dp/82AC9376?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10022610,"CAPACITOR,470PF,+/-10%,50V,0402",B        ECO-R179344,1,Each,Production,,C16,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,CC0402JRNPO9BN471,,CAP CER 470PF 50V C0G/NPO 0402,Active,Preferred,,,,,,,,https://www.digikey.com/product-detail/en/yageo/CC0402JRNPO9BN471/311-1671-1-ND/5195573,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,"MURATA MANUFACTURING CO., LTD.",GRM1555C1H471JA01D,,MONOLITHIC CERAMIC CAPACITORS,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.futureelectronics.com/p/8104046?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,KEMET_RMS1,C0402C471K5RAC,,CAP CER 470PF 50V C0G/NP0 0402,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.digikey.com/product-detail/en/kemet/C0402C471J5GACTU/399-7797-2-ND/2196728,https://content.kemet.com/datasheets/KEM_C1003_C0G_SMD.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,TDK,CGA2B2C0G1H471J050BA,,CAP CER 470PF 50V C0G 0402 5%,Active,Preferred,,,,,,,,https://www.digikey.com/product-detail/en/tdk-corporation/CGA2B2C0G1H471J050BA/445-5604-2-ND/2443082,https://product.tdk.com/info/en/catalog/datasheets/mlcc_automotive_general_en.pdf
1,true,true,false,false,false,0,10022613,"CAPACITOR CERAMIC,4.7NF,+/-10%,50V,0603",C        ECO-R252636,1,Each,Production,,C24,,,,,,Part,CBRM,,1,,,true,false,KEMET_RMS1,C0603C472K5RACTU,,CAP 4700PF 50V CERAMIC X7R 0603,Active,Alternate,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/kemet/c0603c472k5ractu/ceramic-capacitor-4700pf-50v-x7r/dp/20C2663?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0603KRX7R9BB472,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/kemet/c0603c472k5ractu/ceramic-capacitor-4700pf-50v-x7r/dp/20C2663?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10022616,"CAPACITOR,4.7UF,+/-10%,16V, X5R, 0805",A        ECO-R252636,2,Each,Production,,"C30,C80",,,,,,Part,CBRM,,1,,,true,false,AVX_RMS1,0805YD475KAT2A,,"Cap, cer, 4.7uF, 10%, X5R, 16V, 0805",Active,Preferred,,,RoHS3 Compliant,Cleared,,,,https://www.arrow.com/en/products/0805yd475kat2a/avx?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,KEMET_RMS1,C0805C475K4PAC,,CERAMIC CHIP CAPACITOR,Active,Preferred,,,RoHS3 Compliant,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/c0805c475k4pac/kemet-corporation?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,KEMET_RMS1,C0805C475K4PACTU,,"Cap, cer, 4.7uF, 10%, X5R, 16V, 0805",Active,Preferred,,,RoHS3 Compliant,Cleared,,,,https://canada.newark.com/kemet/c0805c475k4pactu/multilayer-ceramic-capacitor-c/dp/36X2756?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10022618,"CAPACITOR,2.2UF,+/-10%,16V,1206",A        ECO-R252636,1,Each,Production,,C33,,,,,,Part,CBRM,,1,,,true,false,"MURATA MANUFACTURING CO., LTD.",GCM31MR71E225KA57L,,MONOLITHIC CERAMIC CAPACITOR,Active,Preferred,,25V OPTION,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/gcm31mr71e225ka57l/murata-manufacturing?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,AVX_RMS1,1206YC225KAT2A,,X7R DIELECTRIC,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/1206yc225kat2a/13575988?utm_term=1206yc225kat2a&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,"MURATA MANUFACTURING CO., LTD.",GRM31MR71C225KA35L,,MONOLITHIC CERAMIC CAPACITOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/grm31mr71c225ka35l/205694638?utm_term=grm31mr71c225ka35l&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
1,true,true,false,false,false,0,10022620,"CAPACITOR,220NF,+/-20%,16V,0603",C        ECO-R252636,2,Each,Production,,"C38,C39",,,,,,Part,CBRM,,1,,,true,false,VISHAY_RMS1,VJ0603V224MXJCW1BC,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.avnet.com/shop/us/products/vishay/vj0603v224mxjcw1bc-3074457345625948046?CMP=EMA_FindChips_inventoryfeed_VSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,KEMET_RMS1,C0603C224M3RAC,,CERAMIC CHIP CAPACITOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.avnet.com/shop/emea/products/kemet/c0603c224m3rac-3074457345629366492?CMP=EMEA_FindChips_inventoryfeed_VSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0603MRY5V7BB224,,"CAPACITOR, CERAMIC, MULTILAYER, 16 V, Y5V, 0.22 UF, SURFACE MOUNT, 0603",Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/cc0603mry5v7bb224/yageo?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,false,false,false,0,10022621,"CAPACITOR ELECTROLYTIC, 330UF,35V",A        ECO-R252636,2,Each,Production,,"C42,C125",,,,,,Part,CBRM,,1,,,true,false,PANASONIC_RMS1,EEEFK1V331P,,ALUMINUM ELECTROLYTIC CAPACITOR/FK,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/panasonic/eeefk1v331p/cap-330-f-35v-radial-smd-reel/dp/85Y4922?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,RUBYCON,35TZV330M10X10.5 ,,CAP ALUM 330UF 20% 35V SMD,,,,,,,,,,https://www.digikey.com/product-detail/en/rubycon/35TZV330M10X10-5/1189-1624-1-ND/3134581,http://www.rubycon.co.jp/en/catalog/e_pdfs/aluminum/e_tzv.pdf
1,true,true,false,false,false,0,10022622,"CAPACITOR ELECTROLYTIC, 220UF,16V+/-20%",C        ECO-R252636,1,Each,Production,,C44,,,,,,Part,CBRM,,1,,,true,false,PANASONIC_RMS1,EEEFK1C221P,,ALUMINUM ELETROLYTIC CAPACITORS/FK,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/eeefk1c221p/179438876?utm_term=eeefk1c221p&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NICHICON,UCL1C221MCL6GS,,CAP ALUM 220UF 20% 16V SMD,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.digikey.com/product-detail/en/nichicon/UCL1C221MCL6GS/493-3923-1-ND/2300350,https://www.nichicon.co.jp/english/products/pdfs/e-ucl.pdf
1,true,true,false,false,false,0,10022623,"CAPACITOR,47 PF,+/-5%,50V,0402",C        ECO-R252636,7,Each,Production,,"C48,C120,C121,C127,C128,C129,C130",,,,,,Part,CBRM,,1,,,true,false,"MURATA MANUFACTURING CO., LTD.",GRM1555C1H470JA01D,,CAP CER 47PF 50V 5% NP0 0402,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.futureelectronics.com/p/3109877?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,SAMSUNG_RMS1,CL05C470JB5NNNC,,CAP CER 47PF 50V 5% NP0 0402,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.futureelectronics.com/p/8350803?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,KEMET_RMS1,C0402C470J5GACTU,,"CAP,CER,SMT,0402,5%,50V,47PF",Active,Preferred,,TAPE & REEL,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/kemet/c0402c470j5gactu/multilayer-ceramic-capacitor-c/dp/36X2589?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,"MURATA MANUFACTURING CO., LTD.",GRM1555C1H470JZ01D,,MONOLITHIC CERAMIC CAPACITOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/grm1555c1h470jz01d/205508908?utm_term=grm1555c1h470jz01d&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,KEMET_RMS1,C0402C470J5GAC,,"CAP,CER,SMT,0402,5%,50V,47PF",Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/c0402c470j5gac/kemet-corporation?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,false,false,false,0,10022625,"CAPACITOR ELECTROLYTIC, 100UF,35V,+/-10%",A        ECO-R252636,1,Each,Production,,C54,,,,,,Part,CBRM,,1,,,true,false,PANASONIC_RMS1,EEEFK1V101P,,ALUMINUM ELECTROLYTIC CAPACITORS/FK,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/eeefk1v101p/panasonic?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,false,false,false,0,10022626,"CAPACITOR,56PF,50V,+/-5%,0603,NPO",B        ECO-R184640,1,Each,Production,,C68,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,CC0603JRNPO9BN560,223886715569,"CAPACITOR, CERAMIC, MULTILAYER, 50 V, C0G, 0.000056 UF, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/cc0603jrnpo9bn560/128191235?utm_term=cc0603jrnpo9bn560&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0603JRNPO9BN560,,"CAPACITOR, CERAMIC, MULTILAYER, 50 V, C0G, 0.000056 UF, SURFACE MOUNT, 0603",Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/cc0603jrnpo9bn560/128191235?utm_term=cc0603jrnpo9bn560&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,AVX_RMS1,06035A560JAT2A,,C0G DIELECTRIC,Active,Preferred,,,,,,,,https://canada.newark.com/avx/06035a560jat2a/ceramic-capacitor-56pf-50v-c0g/dp/30H0584?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10022627,"CAPACITOR,33NF,+/-10%,16V,X7R,0603",B        ECO-R252636,1,Each,Production,,C72,,,,,,Part,CBRM,,1,,,true,false,AVX_RMS1,0603YC333KAT2A,,X7R DIELECTRIC,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.mouser.ca/ProductDetail/AVX/0603YC333KAT2A?utm_term=0603YC333KAT2A&qs=vn56Aw0cjBkJh32ljSN6nw==&utm_campaign=0603YC333KAT2A&utm_medium=aggregator&utm_source=findchips&utm_content=AVX,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0603KRX7R7BB333,,"CAPACITOR, CERAMIC, MULTILAYER, 16 V, X7R, 0.033 UF, SURFACE MOUNT, 0603",Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/cc0603krx7r7bb333/128192240?utm_term=cc0603krx7r7bb333&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0603KRX7R7BB333,223878615643,"CAPACITOR, CERAMIC, MULTILAYER, 16 V, X7R, 0.033 UF, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/cc0603krx7r7bb333/128192240?utm_term=cc0603krx7r7bb333&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,SAMSUNG_RMS1,CL10B333KO8NNNC,,MULTILAYER CERAMIC CHIP CAPACITOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/cl10b333ko8nnnc/139001903?utm_term=cl10b333ko8nnnc&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
1,true,true,true,false,false,0,10022628,"CAPACITOR,1NF,+/-10%,50V,X7R,0603",A        ECO-R252636,1,Each,Production,,C74,,,,,,Part,CBRM,,1,,,true,false,AVX_RMS1,06035C102KAT2A,,"CAP,X7R,0603,1000PF,10%,50V",Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/06035c102kat2a/avx?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,"MURATA MANUFACTURING CO., LTD.",GRM188R71H102KA01D,,CAP CER 1000PF 50V 10% X7R 0603,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/grm188r71h102ka01d/205600630?utm_term=grm188r71h102ka01d&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
1,true,true,false,false,false,0,10022629,"CAPACITOR,100PF,50V,+/-5%,C0G,0402",A        ECO-R167835,2,Each,Production,,"C77,C81",,,,,,Part,CBRM,,1,,,false,false,"MURATA MANUFACTURING CO., LTD.",GRM1555C1H101JD01D,,MONOLITHIC CERAMIC CAPACITOR,Active,Preferred,,10% TOL.,,,,,,https://www.questcomp.com/part/4/grm1555c1h101jd01d/205505849?utm_term=grm1555c1h101jd01d&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO/PHYCOMP_RMS1,CC0402JRNPO9BN101,223886915101,SURFACE MOUNT CERAMIC MULTILAYER CAPACITOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/cc0402jrnpo9bn101/ceramic-capacitor-100pf-50v-c0g/dp/65R7555?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO/PHYCOMP_RMS1,CC0402JRNPO9BN101,,MULTILAYER CAPACITOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/cc0402jrnpo9bn101/ceramic-capacitor-100pf-50v-c0g/dp/65R7555?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,"MURATA MANUFACTURING CO., LTD.",GRM1555C1H101JZ01D,,MONOLITHIC CERAMIC CAPACTIOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/grm1555c1h101jz01d/205505855?utm_term=grm1555c1h101jz01d&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
1,true,true,false,false,false,0,10022630,"CAPACITOR,1UF,+/-10%,6.3V,X5R,0603",A        ECO-R252636,1,Each,Production,,C84,,,,,,Part,CBRM,,1,,,true,false,"MURATA MANUFACTURING CO., LTD.",GRM188B11A105KA61D,,MONOLITHIC CERAMIC CAPACITOR,Active,Preferred,,10V,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/grm188b11a105ka61d/205595043?utm_term=grm188b11a105ka61d&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,"MURATA MANUFACTURING CO., LTD.",GRM188R60J105KA01D,,MONOLITHIC CERAMIC CHIP CAPACITOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.questcomp.com/part/4/grm188r60j105ka01d/205599179?utm_term=grm188r60j105ka01d&utm_campaign=aktype0&utm_medium=industry-cpc&utm_source=findchips&utm_content=standardpricing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,AVX_RMS1,06036D105KAT2A,,X5R DIELECTRIC,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/avx/06036d105kat2a/ceramic-capacitor-1uf-6-3v-x5r/dp/65H6376?CMP=AFC-SF-FC,
