BOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Has Quality(Image),Bubble Number,Item Number,Item Description,Item Rev,Qty,UOM,Item Lifecycle Phase,BOM Notes,Ref Des,Component Effective From,Component Discontinue Date,Alternate Part(s),Alternate FG Part(s),Alternate Document(s),Subclass,Sites,Planned?,Scrap Factor,OP #,Thumbnail,Attachments(Image),Manufacture Part Has Redline,Mfr. Name,Mfr. Part Number,Legacy Part #,Mfr. Part Description,Mfr. Part Lifecycle Phase,Preferred Status,Sites,Reference Notes,RoHS Compliant?,RoHS Compliance Statement,comments,page number on schematic,part added to library?,Link to part,Link to datasheet
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0747KL,232270464703L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 47000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0747kl/surface-mount-chip-resistor-thick/dp/48Y4539?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW060347K0FKEA,,Res Thick Film 0603 47K Ohm 1% 0.1W 100ppm,Active,Preferred,,ROHS EXEMPT: 7(C)-1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/crcw060347k0fkea/vishay,
1,true,true,false,false,false,0,10023238,"RESISTOR, 15K OHM, 0603, +/-1%",D        ECO-R252636,5,Each,Production,,"R2,R12,R18,R22,R54",,,,,,Part,CBRM,,1,,,true,false,PANASONIC_RMS1,ERJ3EKF1502V,,,Active,Preferred,,ROHS EXEMPT : 7(C)1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/erj3ekf1502v/panasonic,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW060315K0FKEA,,THICK FILM RECTANGULAR CHIP RESISTOR,Active,Preferred,,ROHS EXEMPT : 7(C)1,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/vishay/crcw060315k0fkea/res-thick-film-15k-1-0-1w-0603/dp/42K3721?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0715KL,232270461503L,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 15000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT : 7(C)1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0715kl/res-thick-film-15k-1-0-1w-0603/dp/66R2060?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0715KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 15000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPT : 7(C)1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0715kl/res-thick-film-15k-1-0-1w-0603/dp/66R2060?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC0603FR-0715KL,232270461503,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 15000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPT : 7(C)1,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0715kl/res-thick-film-15k-1-0-1w-0603/dp/66R2060?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,312937,"RES,0OHM 1/8W 5% 1206",C        ECO-R252636,1,Each,Production,,R25,,,,,,Part,CBRM,,1,,,true,false,PANASONIC                       (017670),ERJ8GEY0R00V,,,Active,Preferred,,,RoHS3 Compliant with exemptions,RoHS3 Compliant with exemptions,,,,https://canada.newark.com/panasonic/erj8gey0r00v/res-0r0-0-25w-1206/dp/12AC1244?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10126895,RESISTOR 68 OHM 1/4W 5% 1206,A        ECO-R252636,1,Each,Production,,R26,,,,,,Part,CBRM,,1,,,true,false,VISHAY_RMS1,CRCW120668R0FKEA,,,Active,Preferred,,ROHS EXEMPTION - 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/crcw120668r0fkea/vishay,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC1206JR-0768RL,,,Active,Preferred,,ROHS EXEMPTION - 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.futureelectronics.com/p/6942833?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,
1,true,true,false,false,false,0,10107895,RESISTOR 470 OHM 1/8W 5% 1206,A        ECO-R252636,1,Each,Production,,R32,,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,RC1206JR-07470RL,,,Active,Preferred,,ROHS EXEMPTION - 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc1206jr-07470rl/res-thick-film-470r-5-0-25w-1206/dp/66R4601?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,VISHAY_RMS1,CRCW1206470RFKEA,,,Active,Preferred,,ROHS EXEMPTION - 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/crcw1206470rfkea/vishay,
1,true,true,false,false,false,0,10049136,RESISTOR 4.7K OHM 1/4W 5% 1206,B        ECO-R252636,1,Each,Production,,R44,,,,,,Part,CBRM,,1,,,true,false,VISHAY_RMS1,CRCW12064K70JNEA,,"RES,4.7K, 5%, 1/4W, 1206, SMT",Active,Preferred,,"EXEMPTION LIST-7(C)-I,CONTAINS LEAD IN GLASS OR CERAMIC OTHER THAN DIELECTRIC CERAMIC CAPACITOR",Yes - by exemption,2011/65/EU compliant with 7(c)-I exemption and the exemption will expired in 21 July 2021 for medical devices.,,,,https://www.avnet.com/shop/us/products/vishay/crcw12064k70jnea-3074457345623878275?CMP=EMA_FindChips_inventoryfeed_VSE,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,BOURNS_RMS1,CR1206-JW-472ELF ,,"RES,4.7K, 5%, 1/4W, 1206, SMT",Active,Preferred,,"EXEMPTION LIST-7(C)-I,CONTAINS LEAD IN GLASS OR CERAMIC OTHER THAN DIELECTRIC CERAMIC CAPACITOR",Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/cr1206-jw-472elf/bourns,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,RC1206JR-074K7L,,"RES,4.7K, 5%, 1/4W, 1206, SMT",Active,Preferred,,"EXEMPTION LIST-7(C)-I,CONTAINS LEAD IN GLASS OR CERAMIC OTHER THAN DIELECTRIC CERAMIC CAPACITOR",Yes - by exemption,2011/65/EU compliant with 7(c)-I exemption and the exemption will expired in 21 July 2021 for medical devices.,,,,https://canada.newark.com/yageo/rc1206jr-074k7l/res-thick-film-4k7-5-0-25w-1206/dp/66R4590?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10000838,"RESISTOR 0,015 OHM, 2W, +/-1%, 2512",A        ECO-R252636,1,Each,Production,,R24,,,,,,Part,CBRM,,1,,,true,false,WELWYN,LRF2512-R015FW,,,Active,Preferred,,EXEMPTION LIST- 7(C)-I,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/tt-electronics-welwyn/lrf2512-r015fw/surface-mount-chip-resistor-thick/dp/97K3837?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10021369,CAPACITOR CERAMIC 1UF 10V 10% X5R 0402,A        ECO-R252636,1,Each,Production,,C6,,,,,,Part,CBRM,,1,,,true,false,KEMET_RMS1,C0402C105K8PACTU,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/kemet/c0402c105k8pactu/multilayer-ceramic-capacitor-c/dp/36X2570?CMP=AFC-SF-FC,https://assets.nexperia.com/documents/data-sheet/PESDXS4UD_SER.pdf
1,true,true,false,false,false,0,10021370,CAPACITOR CERAMIC 10UF 6.3V 20% X5R 0603,B        ECO-R252636,2,Each,Production,,"C2,C22",,,,,,Part,CBRM,,1,,,true,false,KEMET_RMS1,C0603C106M9PACTM,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/c0603c106m9pactm/kemet-corporation?utm_term=backorder&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0603MRX5R5BB106,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.futureelectronics.com/p/6917876?utm_campaign=FindChips_NA_Inventory&utm_medium=buynow&utm_source=findchips&utm_content,https://datasheet.datasheetarchive.com/originals/dk/DKDS-24/461326.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,MURATA_RMS1,GRM188R60J106ME47D,,"CAPACITOR, 0603, 10UF, 6.3V",Active,Preferred,,,RoHS3 Compliant,Cleared,,,,https://canada.newark.com/murata/grm188r60j106me47d/cap-10-f-6-3v-20-x5r-0603-reel/dp/03AC2652?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10021386,CAPACITOR CERAMIC 100NF 50V 10% X7R 0603,A        ECO-R252636,10,Each,Production,,"C1,C4,C5,C7,C11,C14,C23,C24,C25,C30",,,,,,Part,CBRM,,1,,,true,false,KEMET_RMS1,C0603C104K5RACTU,,"CAP,CER,SMT,0603,X7R,10%,50V,0.1UF",Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/kemet/c0603c104k5ractu/cap-0-1uf-50vdc-x7r-10-smd-0603/dp/33AH0986?CMP=AFC-SF-FC,
1,true,true,true,false,false,0,10022508,"CAPACITOR CERAMIC,10NF,+/-10%,50V,0603",C        ECO-R252633,2,Each,Production,,"C10,C12",,,,,,Part,CBRM,,1,,,true,false,YAGEO_RMS1,CC0603KRX7R9BB103,223858615637,"CAPACITOR, CERAMIC, MULTILAYER, 50 V, X7R, 0.01 UF, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/cc0603krx7r9bb103/ceramic-capacitor-0-01uf-50v-x7r/dp/65R8250?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0603JRX7R9BB103,223858615536,"CAPACITOR, CERAMIC, MULTILAYER, 50 V, X7R, 0.01 UF, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/cc0603jrx7r9bb103/ceramic-capacitor-0-01uf-50v-x7r/dp/65R8119?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,KEMET_RMS1,C0603C103K5RACTU,,CERAMIC CHIP CAPACITOR,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/kemet/c0603c103k5ractu/multilayer-ceramic-capacitor-c/dp/36X2611?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,YAGEO_RMS1,CC0603KRX7R9BB103,,"CAPACITOR, CERAMIC, MULTILAYER, 50 V, X7R, 0.01 UF, SURFACE MOUNT, 0603",Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/cc0603krx7r9bb103/ceramic-capacitor-0-01uf-50v-x7r/dp/65R8250?CMP=AFC-SF-FC,
1,true,true,false,false,false,0,10107885,CAP CER 1UF 50V X5R 10% 1210,A        ECO-R252636,1,Each,Production,,C3,,,,,,Part,CBRM,,1,,,true,false,KEMET_RMS1,C1210C105K5PAC,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/c1210c105k5pac/kemet-corporation?utm_term=backorder&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,false,false,false,0,10107886,CAP EL 100UF 20% 50V LOW ESR,A        ECO-R252636,2,Each,Production,,"C8,C9",,,,,,Part,CBRM,,1,,,true,false,KEMET_RMS1,ESW107M050AG3AA,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/esw107m050ag3aa/kemet-corporation?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,false,false,false,0,10107889,PTC RESETTABLE 33V 1.1A 2016 SMD,A        ECO-R252636,1,Each,Production,,F1,,,,,,Part,CBRM,,1,,,true,false,"LITTELFUSE, INC.",2016L100/33,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,,
1,true,true,false,false,false,0,10021365,DIODE NETWORK ESD PROTECT 30 KV SOT457,A        ECO-R252636,4,Each,Production,,"D10,D11,D12,D13",,,,,,Part,CBRM,,1,,,true,false,NXP SEMICONDUCTORS_RMS1,"PESD5V0S4UD,115",,TVS DIODE 5V 13V 6TSOP,Active,Preferred,,,RoHS3 Compliant,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/pesd5v0s4ud115/nexperia?utm_term=instock&utm_campaign=arrow_findchips_2019&utm_currency=&utm_medium=aggregator&utm_source=findchips&utm_content=inv_listing,
1,true,true,true,false,false,0,10022515,"DIODE SCHOTTKY, 500MA,40V,SOD323",C        ECO-R252633,3,Each,Production,,"D3,D4,D6",,,,,,Part,CBRM,,1,,,true,false,NXP SEMICONDUCTORS_RMS1,"PMEG4005AEA,115",,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/nexperia/pmeg4005aea-115/schottky-diode-500ma-40v-sod-323/dp/75R0881?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,NXP SEMICONDUCTORS_RMS1,PMEG4005AEA,,VERY LOW VF MEGA SCHOTTKY BARRIER RECTIFIERS,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/nexperia/pmeg4005aea/schottky-rectifier-500ma-40v-sod323/dp/38K6885?CMP=AFC-SF-FC,
