Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Has Quality(Image),Bubble Number,Item Number,Item Description,Item Rev,Qty,UOM,Item Lifecycle Phase,BOM Notes,Ref Des,Component Effective From,Component Discontinue Date,Alternate Part(s),Alternate FG Part(s),Alternate Document(s),Subclass,Sites,Planned?,Scrap Factor,OP #,Thumbnail,Attachments(Image),Manufacture Part Has Redline,Mfr. Name,Mfr. Part Number,Legacy Part #,Mfr. Part Description,Mfr. Part Lifecycle Phase,Preferred Status,Sites,Reference Notes,RoHS Compliant?,RoHS Compliance Statement,comments,page number on schematic,part added to library?,Link to part,Link to datasheet
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10095981,"RESISTOR, 1K OHM, 0.063W,+/-1%, 0603",A        ECO-R252633,3,Each,Production,,"R38,R39,R50",,,,,,Part,CBRM,,1,,,TRUE,FALSE,YAGEO_RMS1,RC0603FR-071KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 1000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPTION :7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-071kl/res-thick-film-1k-1-0-1w-0603/dp/66R1908?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,BOURNS_RMS1,CR0603-FX-1001ELF,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 1000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPTION :7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/bourns/cr0603-fx-1001elf/res-thick-film-1k-1-0-1w-0603/dp/84W7232?CMP=AFC-SF-FC,
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10095983,"RESISTOR, 22 K OHM,0.063W, +/-1%,0603",A        ECO-R252633,1,Each,Production,,R41,,,,,,Part,CBRM,,1,,,TRUE,FALSE,YAGEO_RMS1,RC0603FR-0722KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 22000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPTION: 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0722kl/surface-mount-thick-film-resistor/dp/75X0146?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,BOURNS_RMS1,CR0603-FX-2202ELF ,,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 22000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,ROHS EXEMPTION: 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/cr0603-fx-2202elf/bourns,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,YAGEO_RMS1,RC0603FR-0722KL,232270462203L*,"RESISTOR, METAL GLAZE/THICK FILM, 0.1 W, 1 %, 100 PPM, 22000 OHM, SURFACE MOUNT, 0603",Active,Preferred,,BRAND: PHYCOMP. ROHS EXEMPTION: 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc0603fr-0722kl/surface-mount-thick-film-resistor/dp/75X0146?CMP=AFC-SF-FC,
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10095984,"RESISTOR,1 KOHM,0.25W,+/-1%,1206",A        ECO-R252633,3,Each,Production,,"R58,R59,R60",,,,,,Part,CBRM,,1,,,TRUE,FALSE,YAGEO_RMS1,RC1206FR-071KL,,"RESISTOR, METAL GLAZE/THICK FILM, 0.25 W, 1 %, 100 PPM, 1000 OHM, SURFACE MOUNT, 1206",Active,Preferred,,ROHS EXEMPTION: 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,2011/65/EU compliant with 7(c)-I exemption and the exemption will expired in 21 July 2021 for medical devices.,,,,https://canada.newark.com/yageo/rc1206fr-071kl/res-thick-film-1k-1-0-25w-1206/dp/66R3736?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,YAGEO_RMS1,RC1206FR-071KL,232272461002L,"RESISTOR, METAL GLAZE/THICK FILM, 0.25 W, 1 %, 100 PPM, 1000 OHM, SURFACE MOUNT, 1206",Active,Preferred,,BRAND: PHYCOMP.ROHS EXEMPTION: 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://canada.newark.com/yageo/rc1206fr-071kl/res-thick-film-1k-1-0-25w-1206/dp/66R3736?CMP=AFC-SF-FC,
,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,BOURNS_RMS1,CR1206-FX-1001ELF,,"RESISTOR, METAL GLAZE/THICK FILM, 0.25 W, 1 %, 100 PPM, 1000 OHM, SURFACE MOUNT, 1206",Active,Preferred,,ROHS EXEMPTION: 7( C )-1 ELECTRICAL AND ELECTRONIC COMPONENTS CONTAINING LEAD IN A GLASS.,Yes - by exemption,Legacy Inventory Status: Cleared,,,,https://www.arrow.com/en/products/cr1206-fx-1001elf/bourns,
1,TRUE,TRUE,TRUE,FALSE,FALSE,0,10096505,"PRINTED CIRCUIT, DRIVER BOARD RB0505",A        MC002637,1,Each,Production,,,,,,,,Part,CBRM,,1,,,TRUE,FALSE,TTM,10096505,,,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,,
1,TRUE,FALSE,TRUE,FALSE,FALSE,0,4096600.E00.001,BLOWER COMMAND BOARD SCH,03        ECO-R256396,1,,Production,,,,,,,,Document,CBRM,,1,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,TRUE,FALSE,FALSE,1,3846100,CPU/BLOWER DRIVER HARNESS,D        ECO-R252633,1,Each,Production,,,,,,,,Part,CBRM,,1,,,TRUE,FALSE,DATAFIELD INDUSTRIES,3846100,,CPU/BLOWER DRIVER HARNESS (CUSTOM PART),Active,Preferred,,CUSTOM PART PER COVIDIEN DRAWING 3846100,Yes,Legacy Inventory Status: Cleared,,,,,
1,TRUE,TRUE,TRUE,FALSE,FALSE,2,3838600,PC BOARD TRACABILITY LABEL,C        ECO-R252633,1,Each,Production,,,,,,,,Part,CBRM,,1,,,TRUE,FALSE,BRADY_RMS1,3838600-H,,"B-727 LABEL, POLYIMIDE, GLOSSY WHITE THERMAL TRANSFER PRINTABLE LABEL STOCK",Active,Preferred,,CUSTOM LABEL PER COVIDIEN DRAWING 3838600,Yes,Legacy Inventory Status: Cleared,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,10022506,"CAPACITOR,100UF,+/-20%,50V",E        ECO-R252633,DNP,Each,Production,,C2,,,,,,Part,CBRM,,1,,,TRUE,FALSE,NICHICON_RMS1,URZ1H101MPD,,CAP ALUM 100UF 20% 50V TH,,Preferred,,ROHS COMPLIANT,Yes,Legacy Inventory Status: Cleared,"Double footprint ZC2/C2 (C2=TH, ZC2=SMD)",,,https://www.digikey.com/product-detail/en/nichicon/URZ1H101MPD/493-15941-ND/2538972,
,,,,,,,10095969,"CAPACITOR,470UF, +/-20%,25V",A        ECO-R252633,DNP,Each,Production,,C27,,,,,,,,,,,,TRUE,FALSE,PANASONIC_RMS1,ECA1EHG471,, CAP ALUM 470UF 20% 25V TH,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,"Double footprint ZC27/C27 (C27=TH, ZC27=SMD)",,,https://uk.farnell.com/panasonic/eca1ehg471/cap-470-f-25v-20/dp/9692843?CMP=GRHB-SF-FC,
,,,,,,,,,B        ECO-R252633,,Each,Production,,,,,,,,,,,,,,,,PANASONIC_RMS1,ECA1EHG471,, CAP ALUM 470UF 20% 25V TH,Active,Preferred,,,Yes,Legacy Inventory Status: Cleared,,,,https://uk.farnell.com/panasonic/eca1ehg471/cap-470-f-25v-20/dp/9692843?CMP=GRHB-SF-FC,
,,,,,,,10022559,"TRANSISTOR MOSFET, 60V, 16.7A,  N CHANNEL",B        ECO-R252633,DNP,Each,Production,,"ZT2,ZT3,ZT4,ZT5,ZT6,ZT7",,,,,,,,,,,,,,INFINEON,IRFZ24NPBF,,MOSFET N-CH 55V 17A TO220,,,,,,,Double footprint T2-T7/ZT2-ZT7 (TH/SMD),,,https://www.digikey.com/products/en/discrete-semiconductor-products/transistors-fets-mosfets-single/278?k=irf&k=&pkeyword=irf&sv=0&pv1291=413211&sf=0&FV=606%7C378999%2C608%7C112198%2Cmu55V%7C2068%2Cmu60V%7C2068%2C-8%7C278%2C-1%7C448&quantity=&ColumnSort=0&page=1&pageSize=25,https://www.infineon.com/dgdl/irfz24npbf.pdf?fileId=5546d462533600a40153563af6ce21f7
